"Label","Sample_ID","Condition","Identifiant","Groupe_de_Fibre","Type_de_Mesure","Area","Mean","StdDev","Min","Max","Major","Minor","Angle","Circ.","IntDen","Median","Skew","Kurt","X.Area","RawIntDen","Slice","AR","Round","Solidity","MinThr","MaxThr","Moyenne_Background","Repos","VMA","AIT","Repos_centrage","VMA_centrage"
"0643-0283","753_Plan5-P2_CT5","Contrôle","CT5","Fibre IIb/IIx","lactylated_nuclei",171,95.713,28.399,47,185,19.582,11.118,132.694,0.851,17423,99,0.488,-0.159,100,17423,1,1.761,0.568,0.961,0,255,6.176,3.7,7,NA,0.485396393331078,-0.532174208914622
"0690-0840","753_Plan5-P2_CT5","Contrôle","CT5","Fibre IIb/IIx","lactylated_nuclei",328,40.004,25.419,12,153,23.494,17.776,144.484,0.908,15147,43,1.392,2.824,100,15147,1,1.322,0.757,1.008,0,255,6.176,3.7,7,NA,0.485396393331078,-0.532174208914622
"0774-0713","753_Plan5-P2_CT5","Contrôle","CT5","Fibre IIb/IIx","lactylated_nuclei",425,42.819,21.902,14,102,29.286,18.477,123.034,0.877,20823,46,0.515,-0.569,100,20823,1,1.585,0.631,0.984,0,255,6.176,3.7,7,NA,0.485396393331078,-0.532174208914622
"0780-1163","753_Plan5-P2_CT5","Contrôle","CT5","Fibre IIb/IIx","lactylated_nuclei",388,113.458,58.528,26,255,28.142,17.554,55.67,0.875,46418,114,0.509,-0.443,100,46418,1,1.603,0.624,0.989,0,255,6.176,3.7,7,NA,0.485396393331078,-0.532174208914622
"0803-1017","753_Plan5-P2_CT5","Contrôle","CT5","Fibre IIb/IIx","lactylated_nuclei",140,82.624,30.436,28,164,18.003,9.902,132.162,0.756,12432,90,-0.163,-1.003,100,12432,1,1.818,0.55,0.993,0,255,6.176,3.7,7,NA,0.485396393331078,-0.532174208914622
"0977-0683","753_Plan5-P2_CT5","Contrôle","CT5","Fibre IIb/IIx","lactylated_nuclei",520,11.08,5.148,6,33,40.626,16.297,139.402,0.709,8973,17,0.353,0.005,100,8973,1,2.493,0.401,0.979,0,255,6.176,3.7,7,NA,0.485396393331078,-0.532174208914622
"1009-1520","753_Plan5-P2_CT5","Contrôle","CT5","Fibre IIb/IIx","lactylated_nuclei",351,2.502,1.608,5,14,28.77,15.534,103.439,0.849,3046,8,0.619,0.112,100,3046,1,1.852,0.54,0.992,0,255,6.176,3.7,7,NA,0.485396393331078,-0.532174208914622
"1060-0789","753_Plan5-P2_CT5","Contrôle","CT5","Fibre IIb/IIx","lactylated_nuclei",261,34.713,16.287,14,85,26.984,12.315,151.434,0.767,10672,41,0.238,-0.885,100,10672,1,2.191,0.456,0.974,0,255,6.176,3.7,7,NA,0.485396393331078,-0.532174208914622
"1063-0587","753_Plan5-P2_CT5","Contrôle","CT5","Fibre IIb/IIx","lactylated_nuclei",289,15.16,7.418,8,63,25.421,14.475,110.359,0.842,6166,20,1.981,6.249,100,6166,1,1.756,0.569,0.986,0,255,6.176,3.7,7,NA,0.485396393331078,-0.532174208914622
"1092-1640","753_Plan5-P2_CT5","Contrôle","CT5","Fibre IIb/IIx","lactylated_nuclei",415,2.277,1.244,6,13,32.531,16.243,43.419,0.792,3508,8,0.36,0.202,100,3508,1,2.003,0.499,0.98,0,255,6.176,3.7,7,NA,0.485396393331078,-0.532174208914622
"1138-1784","753_Plan5-P2_CT5","Contrôle","CT5","Fibre IIb/IIx","lactylated_nuclei",141,63.462,31.206,23,146,20.226,8.876,52.535,0.69,9819,66,0.428,-0.863,100,9819,1,2.279,0.439,0.983,0,255,6.176,3.7,7,NA,0.485396393331078,-0.532174208914622
"1161-0685","753_Plan5-P2_CT5","Contrôle","CT5","Fibre IIb/IIx","lactylated_nuclei",375,11.624,5.074,9,34,30.46,15.675,123.404,0.83,6675,17,0.668,0.081,100,6675,1,1.943,0.515,0.988,0,255,6.176,3.7,7,NA,0.485396393331078,-0.532174208914622
"1195-0710","753_Plan5-P2_CT5","Contrôle","CT5","Fibre IIb/IIx","lactylated_nuclei",344,5.071,2.654,7,20,26.924,16.268,143.702,0.902,3869,11,0.995,0.611,100,3869,1,1.655,0.604,0.999,0,255,6.176,3.7,7,NA,0.485396393331078,-0.532174208914622
"1241-1776","753_Plan5-P2_CT5","Contrôle","CT5","Fibre IIb/IIx","lactylated_nuclei",234,11.337,5.957,6,34,21.224,14.038,0,0.954,4098,16,0.535,-0.191,100,4098,1,1.512,0.661,1.017,0,255,6.176,3.7,7,NA,0.485396393331078,-0.532174208914622
"1256-1027","753_Plan5-P2_CT5","Contrôle","CT5","Fibre IIb/IIx","lactylated_nuclei",173,13.211,4.558,9,32,19.364,11.375,59.326,0.847,3354,19,0.008,-0.486,100,3354,1,1.702,0.587,0.975,0,255,6.176,3.7,7,NA,0.485396393331078,-0.532174208914622
"1305-1011","753_Plan5-P2_CT5","Contrôle","CT5","Fibre IIb/IIx","lactylated_nuclei",657,50.909,27.242,11,156,37.78,22.142,130.263,0.878,37505,55,0.415,-0.136,100,37505,1,1.706,0.586,0.983,0,255,6.176,3.7,7,NA,0.485396393331078,-0.532174208914622
"1324-0469","753_Plan5-P2_CT5","Contrôle","CT5","Fibre IIb/IIx","lactylated_nuclei",504,25.558,16.454,10,90,39.308,16.325,129.475,0.703,15994,27,1.293,1.485,100,15994,1,2.408,0.415,0.969,0,255,6.176,3.7,7,NA,0.485396393331078,-0.532174208914622
"1357-0977","753_Plan5-P2_CT5","Contrôle","CT5","Fibre IIb/IIx","lactylated_nuclei",204,68.76,32.984,24,164,16.886,15.382,159.626,0.944,15287,66,0.893,0.025,100,15287,1,1.098,0.911,0.974,0,255,6.176,3.7,7,NA,0.485396393331078,-0.532174208914622
"1357-1996","753_Plan5-P2_CT5","Contrôle","CT5","Fibre IIb/IIx","lactylated_nuclei",98,1.293,0.827,6,10,17.514,7.125,33.997,0.679,732,7,0.482,0.066,100,732,1,2.458,0.407,0.925,0,255,6.176,3.7,7,NA,0.485396393331078,-0.532174208914622
"1372-0502","753_Plan5-P2_CT5","Contrôle","CT5","Fibre IIb/IIx","lactylated_nuclei",256,18.539,10.111,9,45,22.71,14.352,104.956,0.917,6327,23,0.367,-1.071,100,6327,1,1.582,0.632,0.99,0,255,6.176,3.7,7,NA,0.485396393331078,-0.532174208914622
"1429-0763","753_Plan5-P2_CT5","Contrôle","CT5","Fibre IIb/IIx","lactylated_nuclei",288,31.411,16.252,8,72,22.093,16.597,74.321,0.939,10825,41,-0.231,-0.993,100,10825,1,1.331,0.751,1.002,0,255,6.176,3.7,7,NA,0.485396393331078,-0.532174208914622
"1537-1031","753_Plan5-P2_CT5","Contrôle","CT5","Fibre IIb/IIx","lactylated_nuclei",462,33.159,19.698,9,92,25.019,23.512,132.331,0.924,18173,34,0.628,-0.603,100,18173,1,1.064,0.94,0.982,0,255,6.176,3.7,7,NA,0.485396393331078,-0.532174208914622
"1568-1273","753_Plan5-P2_CT5","Contrôle","CT5","Fibre IIb/IIx","lactylated_nuclei",552,15.617,9.43,8,53,32.926,21.346,76.033,0.854,12030,20,0.828,0.218,100,12030,1,1.543,0.648,0.987,0,255,6.176,3.7,7,NA,0.485396393331078,-0.532174208914622
"1578-0110","753_Plan5-P2_CT5","Contrôle","CT5","Fibre IIb/IIx","lactylated_nuclei",333,16.503,15.247,6,74,32.008,13.246,130.687,0.741,7552,17,1.218,0.758,100,7552,1,2.416,0.414,0.994,0,255,6.176,3.7,7,NA,0.485396393331078,-0.532174208914622
"1582-1866","753_Plan5-P2_CT5","Contrôle","CT5","Fibre IIb/IIx","lactylated_nuclei",145,39.058,18.926,14,99,21.685,8.514,43.984,0.69,6559,42,0.643,-0.074,100,6559,1,2.547,0.393,0.997,0,255,6.176,3.7,7,NA,0.485396393331078,-0.532174208914622
"1645-1352","753_Plan5-P2_CT5","Contrôle","CT5","Fibre IIb/IIx","lactylated_nuclei",122,24.299,9.156,15,51,19.08,8.141,176.723,0.74,3718,29,0.392,-0.941,100,3718,1,2.344,0.427,0.992,0,255,6.176,3.7,7,NA,0.485396393331078,-0.532174208914622
"1701-1920","753_Plan5-P2_CT5","Contrôle","CT5","Fibre IIb/IIx","lactylated_nuclei",193,4.187,2.433,6,18,19.325,12.716,35.576,0.912,2000,10,0.703,0.156,100,2000,1,1.52,0.658,0.985,0,255,6.176,3.7,7,NA,0.485396393331078,-0.532174208914622
"1736-0932","753_Plan5-P2_CT5","Contrôle","CT5","Fibre IIb/IIx","lactylated_nuclei",513,6.417,4.18,6,26,36.613,17.84,4.186,0.8,6460,12,0.7,-0.138,100,6460,1,2.052,0.487,0.987,0,255,6.176,3.7,7,NA,0.485396393331078,-0.532174208914622
"1752-1601","753_Plan5-P2_CT5","Contrôle","CT5","Fibre IIb/IIx","lactylated_nuclei",393,8.178,6.351,4,44,24.201,20.676,16.19,0.969,5641,13,1.576,3.268,100,5641,1,1.17,0.854,1,0,255,6.176,3.7,7,NA,0.485396393331078,-0.532174208914622
"1790-1341","753_Plan5-P2_CT5","Contrôle","CT5","Fibre IIb/IIx","lactylated_nuclei",809,28.877,24.215,8,153,41.867,24.603,36.969,0.883,28358,29,1.612,2.947,100,28358,1,1.702,0.588,1.001,0,255,6.176,3.7,7,NA,0.485396393331078,-0.532174208914622
"1809-1466","753_Plan5-P2_CT5","Contrôle","CT5","Fibre IIb/IIx","lactylated_nuclei",772,10.678,7.419,6,39,39.448,24.917,40.497,0.847,13011,16,0.679,-0.157,100,13011,1,1.583,0.632,0.988,0,255,6.176,3.7,7,NA,0.485396393331078,-0.532174208914622
"1828-1018","753_Plan5-P2_CT5","Contrôle","CT5","Fibre IIb/IIx","lactylated_nuclei",662,28.733,23.562,9,132,43.583,19.34,174.791,0.748,23110,27,1.633,2.429,100,23110,1,2.254,0.444,0.984,0,255,6.176,3.7,7,NA,0.485396393331078,-0.532174208914622
"1848-1238","753_Plan5-P2_CT5","Contrôle","CT5","Fibre IIb/IIx","lactylated_nuclei",604,5.158,2.879,6,21,34.703,22.16,46.367,0.872,6846,11,0.463,-0.284,100,6846,1,1.566,0.639,0.99,0,255,6.176,3.7,7,NA,0.485396393331078,-0.532174208914622
"1877-0635","753_Plan5-P2_CT5","Contrôle","CT5","Fibre IIb/IIx","lactylated_nuclei",206,13.207,7.037,10,44,18.123,14.472,165.913,0.96,3993,17,1.354,1.506,100,3993,1,1.252,0.799,1.005,0,255,6.176,3.7,7,NA,0.485396393331078,-0.532174208914622
"1884-1140","753_Plan5-P2_CT5","Contrôle","CT5","Fibre IIb/IIx","lactylated_nuclei",535,12.874,7.526,8,48,35.015,19.454,26.368,0.853,10192,17,1.105,0.863,100,10192,1,1.8,0.556,0.994,0,255,6.176,3.7,7,NA,0.485396393331078,-0.532174208914622
"1965-0163","753_Plan5-P2_CT5","Contrôle","CT5","Fibre IIb/IIx","lactylated_nuclei",842,22.209,15.389,7,81,37.533,28.564,22.771,0.909,23900,26,1.072,0.853,100,23900,1,1.314,0.761,0.982,0,255,6.176,3.7,7,NA,0.485396393331078,-0.532174208914622
"2007-1869","753_Plan5-P2_CT5","Contrôle","CT5","Fibre IIb/IIx","lactylated_nuclei",149,32.415,19.482,9,77,15.003,12.645,22.884,0.864,5750,37,0.2,-1.208,100,5750,1,1.187,0.843,0.949,0,255,6.176,3.7,7,NA,0.485396393331078,-0.532174208914622
"0777-0462","754_Plan5-P2_CT5","Contrôle","CT5","Fibre I","lactylated_nuclei",314,43.006,26.717,9,108,34.996,11.424,57.591,0.534,15443,51,0.098,-1.214,100,15443,1,3.063,0.326,0.872,0,255,6.176,3.7,7,NA,0.485396393331078,-0.532174208914622
"0857-1153","754_Plan5-P2_CT5","Contrôle","CT5","Fibre I","lactylated_nuclei",147,4.436,2.67,6,18,21.604,8.664,58.313,0.645,1560,10,0.545,-0.276,100,1560,1,2.494,0.401,0.907,0,255,6.176,3.7,7,NA,0.485396393331078,-0.532174208914622
"0937-1092","754_Plan5-P2_CT5","Contrôle","CT5","Fibre I","lactylated_nuclei",304,29.982,12.852,11,65,27.232,14.214,7.257,0.771,10992,36,0.063,-0.995,100,10992,1,1.916,0.522,1,0,255,6.176,3.7,7,NA,0.485396393331078,-0.532174208914622
"1332-1135","754_Plan5-P2_CT5","Contrôle","CT5","Fibre I","lactylated_nuclei",174,25.726,12.98,17,83,26.874,8.244,135.406,0.543,5551,27,1.841,3.388,100,5551,1,3.26,0.307,1.006,0,255,6.176,3.7,7,NA,0.485396393331078,-0.532174208914622
"1638-0371","754_Plan5-P2_CT5","Contrôle","CT5","Fibre I","lactylated_nuclei",300,7.584,7.221,6,37,20.872,18.301,26.215,0.945,4128,11,1.407,0.991,100,4128,1,1.141,0.877,1.015,0,255,6.176,3.7,7,NA,0.485396393331078,-0.532174208914622
"0826-0714","754_Plan5-P2_CT5","Contrôle","CT5","Fibre IIa","lactylated_nuclei",159,6.881,3.364,8,24,17.876,11.325,13.153,0.851,2076,13,0.598,-0.234,100,2076,1,1.578,0.634,0.967,0,255,6.176,3.7,7,NA,0.485396393331078,-0.532174208914622
"1326-1060","754_Plan5-P2_CT5","Contrôle","CT5","Fibre IIa","lactylated_nuclei",208,57.324,16.395,31,108,22.134,11.965,0,0.878,13208,62,0.238,-0.75,100,13208,1,1.85,0.541,1.01,0,255,6.176,3.7,7,NA,0.485396393331078,-0.532174208914622
"1372-0622","754_Plan5-P2_CT5","Contrôle","CT5","Fibre IIa","lactylated_nuclei",156,1.728,0.942,6,11,14.305,13.885,116.498,0.96,1233,8,0.703,1.24,100,1233,1,1.03,0.971,1.01,0,255,6.176,3.7,7,NA,0.485396393331078,-0.532174208914622
"1626-0038","754_Plan5-P2_CT5","Contrôle","CT5","Fibre IIa","lactylated_nuclei",123,3.361,2.208,6,18,17.214,9.098,109.931,0.788,1173,9,0.814,0.802,100,1173,1,1.892,0.528,0.969,0,255,6.176,3.7,7,NA,0.485396393331078,-0.532174208914622
"1895-0725","754_Plan5-P2_CT5","Contrôle","CT5","Fibre IIa","lactylated_nuclei",200,52.619,27.094,19,128,20.841,12.219,119.905,0.798,11759,55,0.408,-0.896,100,11759,1,1.706,0.586,0.969,0,255,6.176,3.7,7,NA,0.485396393331078,-0.532174208914622
"2014-0148","754_Plan5-P2_CT5","Contrôle","CT5","Fibre IIa","lactylated_nuclei",315,1.383,1.356,4,14,26.134,15.347,65.234,0.881,2381,7,1.724,4.911,100,2381,1,1.703,0.587,1,0,255,6.176,3.7,7,NA,0.485396393331078,-0.532174208914622
"0079-0802","754_Plan5-P2_CT5","Contrôle","CT5","Fibre IIb/IIx","lactylated_nuclei",207,15.5,8.66,7,40,20.788,12.679,122.282,0.867,4487,22,-0.043,-1.133,100,4487,1,1.64,0.61,1.012,0,255,6.176,3.7,7,NA,0.485396393331078,-0.532174208914622
"0112-0687","754_Plan5-P2_CT5","Contrôle","CT5","Fibre IIb/IIx","lactylated_nuclei",306,1.674,1.189,6,12,22.742,17.132,50.759,0.945,2402,8,0.703,0.292,100,2402,1,1.327,0.753,0.967,0,255,6.176,3.7,7,NA,0.485396393331078,-0.532174208914622
"0161-1552","754_Plan5-P2_CT5","Contrôle","CT5","Fibre IIb/IIx","lactylated_nuclei",261,6.073,8.489,6,47,26.033,12.765,89.334,0.778,3197,9,2.542,5.657,100,3197,1,2.039,0.49,0.989,0,255,6.176,3.7,7,NA,0.485396393331078,-0.532174208914622
"0174-1718","754_Plan5-P2_CT5","Contrôle","CT5","Fibre IIb/IIx","lactylated_nuclei",663,37.507,26.306,8,177,35.305,23.911,58.034,0.908,28962,38,1.533,3.231,100,28962,1,1.477,0.677,0.987,0,255,6.176,3.7,7,NA,0.485396393331078,-0.532174208914622
"0174-1898","754_Plan5-P2_CT5","Contrôle","CT5","Fibre IIb/IIx","lactylated_nuclei",241,13.67,8.185,6,36,20.823,14.736,90.964,0.936,4783,20,0.079,-1.254,100,4783,1,1.413,0.708,0.99,0,255,6.176,3.7,7,NA,0.485396393331078,-0.532174208914622
"0182-0822","754_Plan5-P2_CT5","Contrôle","CT5","Fibre IIb/IIx","lactylated_nuclei",500,22.972,9.897,9,65,30.667,20.759,145.138,0.929,14574,30,0.365,0.451,100,14574,1,1.477,0.677,0.996,0,255,6.176,3.7,7,NA,0.485396393331078,-0.532174208914622
"0200-1550","754_Plan5-P2_CT5","Contrôle","CT5","Fibre IIb/IIx","lactylated_nuclei",182,30.829,13.56,16,67,17.794,13.023,22.776,0.914,6735,36,0.351,-1.002,100,6735,1,1.366,0.732,0.953,0,255,6.176,3.7,7,NA,0.485396393331078,-0.532174208914622
"0267-0120","754_Plan5-P2_CT5","Contrôle","CT5","Fibre IIb/IIx","lactylated_nuclei",502,11.023,7.75,5,46,36.622,17.453,72.758,0.795,8634,16,0.68,-0.089,100,8634,1,2.098,0.477,0.993,0,255,6.176,3.7,7,NA,0.485396393331078,-0.532174208914622
"0278-1814","754_Plan5-P2_CT5","Contrôle","CT5","Fibre IIb/IIx","lactylated_nuclei",368,36.547,24.448,10,102,24.081,19.457,97.606,0.925,15722,38,0.607,-0.753,100,15722,1,1.238,0.808,0.981,0,255,6.176,3.7,7,NA,0.485396393331078,-0.532174208914622
"0294-1672","754_Plan5-P2_CT5","Contrôle","CT5","Fibre IIb/IIx","lactylated_nuclei",582,15.14,7.826,5,51,32.105,23.081,130.032,0.893,12406,21,0.616,0.21,100,12406,1,1.391,0.719,0.995,0,255,6.176,3.7,7,NA,0.485396393331078,-0.532174208914622
"0341-0585","754_Plan5-P2_CT5","Contrôle","CT5","Fibre IIb/IIx","lactylated_nuclei",166,4.095,2.516,5,18,25.878,8.168,103.064,0.61,1705,10,0.818,0.303,100,1705,1,3.168,0.316,1.009,0,255,6.176,3.7,7,NA,0.485396393331078,-0.532174208914622
"0345-0872","754_Plan5-P2_CT5","Contrôle","CT5","Fibre IIb/IIx","lactylated_nuclei",208,3.338,1.812,6,15,30.421,8.706,98.232,0.576,1979,9,0.655,0.185,100,1979,1,3.494,0.286,0.983,0,255,6.176,3.7,7,NA,0.485396393331078,-0.532174208914622
"0366-1301","754_Plan5-P2_CT5","Contrôle","CT5","Fibre IIb/IIx","lactylated_nuclei",248,17.784,14.612,6,68,27.234,11.594,76.627,0.69,5942,19,0.931,0.126,100,5942,1,2.349,0.426,0.976,0,255,6.176,3.7,7,NA,0.485396393331078,-0.532174208914622
"0371-0300","754_Plan5-P2_CT5","Contrôle","CT5","Fibre IIb/IIx","lactylated_nuclei",270,3.054,1.863,5,15,21.164,16.243,60.192,0.918,2492,9,0.517,-0.07,100,2492,1,1.303,0.767,1,0,255,6.176,3.7,7,NA,0.485396393331078,-0.532174208914622
"0399-0265","754_Plan5-P2_CT5","Contrôle","CT5","Fibre IIb/IIx","lactylated_nuclei",163,1.29,1.198,5,11,20.677,10.037,46.915,0.794,1217,7,0.749,0.076,100,1217,1,2.06,0.485,0.973,0,255,6.176,3.7,7,NA,0.485396393331078,-0.532174208914622
"0455-0718","754_Plan5-P2_CT5","Contrôle","CT5","Fibre IIb/IIx","lactylated_nuclei",235,2.024,1.619,6,16,22.944,13.041,94.232,0.834,1927,8,1.369,2.881,100,1927,1,1.759,0.568,0.961,0,255,6.176,3.7,7,NA,0.485396393331078,-0.532174208914622
"0466-1677","754_Plan5-P2_CT5","Contrôle","CT5","Fibre IIb/IIx","lactylated_nuclei",348,6.634,4.158,6,27,33.628,13.176,66.333,0.707,4458,12,1.058,0.83,100,4458,1,2.552,0.392,0.968,0,255,6.176,3.7,7,NA,0.485396393331078,-0.532174208914622
"0481-0182","754_Plan5-P2_CT5","Contrôle","CT5","Fibre IIb/IIx","lactylated_nuclei",264,36.703,34.377,7,160,22.574,14.89,27.028,0.862,11320,31,1.136,0.569,100,11320,1,1.516,0.66,1.004,0,255,6.176,3.7,7,NA,0.485396393331078,-0.532174208914622
"0513-1540","754_Plan5-P2_CT5","Contrôle","CT5","Fibre IIb/IIx","lactylated_nuclei",376,16.151,18.188,6,99,36.813,13.005,119.873,0.622,8395,15,1.911,2.98,100,8395,1,2.831,0.353,0.913,0,255,6.176,3.7,7,NA,0.485396393331078,-0.532174208914622
"0557-0598","754_Plan5-P2_CT5","Contrôle","CT5","Fibre IIb/IIx","lactylated_nuclei",335,3.209,1.819,6,16,35.281,12.09,31.093,0.649,3144,9,0.686,0.484,100,3144,1,2.918,0.343,0.994,0,255,6.176,3.7,7,NA,0.485396393331078,-0.532174208914622
"0578-0706","754_Plan5-P2_CT5","Contrôle","CT5","Fibre IIb/IIx","lactylated_nuclei",299,20.279,7.953,12,48,22.692,16.777,158.698,0.901,7910,25,0.619,-0.29,100,7910,1,1.353,0.739,1.01,0,255,6.176,3.7,7,NA,0.485396393331078,-0.532174208914622
"0582-0238","754_Plan5-P2_CT5","Contrôle","CT5","Fibre IIb/IIx","lactylated_nuclei",254,0.93,0.791,6,11,34.094,9.486,103.772,0.573,1805,7,0.723,1.671,100,1805,1,3.594,0.278,0.986,0,255,6.176,3.7,7,NA,0.485396393331078,-0.532174208914622
"0604-1710","754_Plan5-P2_CT5","Contrôle","CT5","Fibre IIb/IIx","lactylated_nuclei",229,27.239,20.625,10,103,21.861,13.338,53.587,0.794,7652,25,1.386,1.264,100,7652,1,1.639,0.61,0.96,0,255,6.176,3.7,7,NA,0.485396393331078,-0.532174208914622
"0612-0072","754_Plan5-P2_CT5","Contrôle","CT5","Fibre IIb/IIx","lactylated_nuclei",178,6.234,3.483,7,21,15.745,14.394,179.473,0.971,2209,12,0.384,-0.658,100,2209,1,1.094,0.914,0.981,0,255,6.176,3.7,7,NA,0.485396393331078,-0.532174208914622
"0763-0653","754_Plan5-P2_CT5","Contrôle","CT5","Fibre IIb/IIx","lactylated_nuclei",384,25.967,9.615,11,57,32.186,15.19,132.525,0.803,12343,34,-0.337,-0.744,100,12343,1,2.119,0.472,1.035,0,255,6.176,3.7,7,NA,0.485396393331078,-0.532174208914622
"0792-1251","754_Plan5-P2_CT5","Contrôle","CT5","Fibre IIb/IIx","lactylated_nuclei",187,15.065,4.566,10,32,18.627,12.782,13.215,0.921,3972,21,-0.218,-0.592,100,3972,1,1.457,0.686,0.977,0,255,6.176,3.7,7,NA,0.485396393331078,-0.532174208914622
"0884-1981","754_Plan5-P2_CT5","Contrôle","CT5","Fibre IIb/IIx","lactylated_nuclei",113,12.134,5.134,10,33,14.121,10.189,31.055,0.857,2069,17,0.752,-0.164,100,2069,1,1.386,0.722,0.97,0,255,6.176,3.7,7,NA,0.485396393331078,-0.532174208914622
"0901-0902","754_Plan5-P2_CT5","Contrôle","CT5","Fibre IIb/IIx","lactylated_nuclei",420,35.148,12.783,13,98,29.975,17.84,43.368,0.86,17356,42,0.266,0.646,100,17356,1,1.68,0.595,0.985,0,255,6.176,3.7,7,NA,0.485396393331078,-0.532174208914622
"0913-0875","754_Plan5-P2_CT5","Contrôle","CT5","Fibre IIb/IIx","lactylated_nuclei",246,43.072,16.839,16,87,20.231,15.482,91.931,0.94,12115,54,-0.202,-1.047,100,12115,1,1.307,0.765,0.986,0,255,6.176,3.7,7,NA,0.485396393331078,-0.532174208914622
"0937-1253","754_Plan5-P2_CT5","Contrôle","CT5","Fibre IIb/IIx","lactylated_nuclei",110,5.351,2.204,8,16,14.535,9.636,21.123,0.853,1268,11,0.271,-0.824,100,1268,1,1.508,0.663,0.969,0,255,6.176,3.7,7,NA,0.485396393331078,-0.532174208914622
"0988-0838","754_Plan5-P2_CT5","Contrôle","CT5","Fibre IIb/IIx","lactylated_nuclei",185,74.159,34.057,26,140,16.654,14.144,9.704,0.976,14862,78,0.15,-1.335,100,14862,1,1.177,0.849,1,0,255,6.176,3.7,7,NA,0.485396393331078,-0.532174208914622
"1003-1155","754_Plan5-P2_CT5","Contrôle","CT5","Fibre IIb/IIx","lactylated_nuclei",474,11.077,8.022,7,46,33.576,17.975,43.021,0.829,8178,15,1.377,1.545,100,8178,1,1.868,0.535,0.969,0,255,6.176,3.7,7,NA,0.485396393331078,-0.532174208914622
"1030-0293","754_Plan5-P2_CT5","Contrôle","CT5","Fibre IIb/IIx","lactylated_nuclei",331,7.878,4.342,8,38,29.057,14.504,82.194,0.776,4652,13,1.901,5.606,100,4652,1,2.003,0.499,1.012,0,255,6.176,3.7,7,NA,0.485396393331078,-0.532174208914622
"1037-0413","754_Plan5-P2_CT5","Contrôle","CT5","Fibre IIb/IIx","lactylated_nuclei",234,2.961,1.458,5,14,23.439,12.711,121.314,0.86,2138,9,0.593,0.424,100,2138,1,1.844,0.542,1.002,0,255,6.176,3.7,7,NA,0.485396393331078,-0.532174208914622
"1058-0423","754_Plan5-P2_CT5","Contrôle","CT5","Fibre IIb/IIx","lactylated_nuclei",97,41.587,15.908,20,85,11.984,10.305,30.8,0.897,4633,46,0.387,-0.539,100,4633,1,1.163,0.86,0.96,0,255,6.176,3.7,7,NA,0.485396393331078,-0.532174208914622
"1071-0528","754_Plan5-P2_CT5","Contrôle","CT5","Fibre IIb/IIx","lactylated_nuclei",320,12.08,11.444,5,61,28.212,14.442,24.971,0.829,5842,15,1.495,1.873,100,5842,1,1.953,0.512,1,0,255,6.176,3.7,7,NA,0.485396393331078,-0.532174208914622
"1076-1294","754_Plan5-P2_CT5","Contrôle","CT5","Fibre IIb/IIx","lactylated_nuclei",168,3.193,1.749,6,14,22.624,9.455,10.786,0.728,1574,9,0.435,-0.718,100,1574,1,2.393,0.418,0.98,0,255,6.176,3.7,7,NA,0.485396393331078,-0.532174208914622
"1086-1404","754_Plan5-P2_CT5","Contrôle","CT5","Fibre IIb/IIx","lactylated_nuclei",696,23.078,16.752,8,96,45.962,19.281,73.601,0.726,20361,23,0.812,-0.066,100,20361,1,2.384,0.419,0.98,0,255,6.176,3.7,7,NA,0.485396393331078,-0.532174208914622
"1095-0904","754_Plan5-P2_CT5","Contrôle","CT5","Fibre IIb/IIx","lactylated_nuclei",704,25.973,13.891,9,64,39.791,22.527,98.725,0.865,22633,32,0.082,-1.228,100,22633,1,1.766,0.566,0.989,0,255,6.176,3.7,7,NA,0.485396393331078,-0.532174208914622
"1101-0965","754_Plan5-P2_CT5","Contrôle","CT5","Fibre IIb/IIx","lactylated_nuclei",272,13.894,5.72,9,37,21.952,15.776,60.166,0.9,5459,20,0.172,-0.518,100,5459,1,1.391,0.719,0.987,0,255,6.176,3.7,7,NA,0.485396393331078,-0.532174208914622
"1133-0260","754_Plan5-P2_CT5","Contrôle","CT5","Fibre IIb/IIx","lactylated_nuclei",672,30.177,15.266,9,71,40.798,20.972,61.716,0.817,24429,39,0.031,-1.179,100,24429,1,1.945,0.514,0.997,0,255,6.176,3.7,7,NA,0.485396393331078,-0.532174208914622
"1133-0984","754_Plan5-P2_CT5","Contrôle","CT5","Fibre IIb/IIx","lactylated_nuclei",119,3.698,2.745,6,18,12.803,11.834,167.23,0.938,1175,9,0.87,0.037,100,1175,1,1.082,0.924,0.996,0,255,6.176,3.7,7,NA,0.485396393331078,-0.532174208914622
"1140-0659","754_Plan5-P2_CT5","Contrôle","CT5","Fibre IIb/IIx","lactylated_nuclei",140,9.353,6.177,7,32,14.115,12.628,162.576,0.928,2174,13,0.725,-0.631,100,2174,1,1.118,0.895,0.976,0,255,6.176,3.7,7,NA,0.485396393331078,-0.532174208914622
"1161-1800","754_Plan5-P2_CT5","Contrôle","CT5","Fibre IIb/IIx","lactylated_nuclei",176,7.693,4.362,7,30,20.026,11.19,10.594,0.816,2441,13,0.888,0.46,100,2441,1,1.79,0.559,0.981,0,255,6.176,3.7,7,NA,0.485396393331078,-0.532174208914622
